#Time	QueueSize
4.14752	0
4.14846	1
4.14846	0
4.14941	1
4.14941	0
4.15035	1
4.15035	0
4.15129	1
4.15129	0
4.15224	1
4.15224	0
4.15318	1
4.15318	0
4.15413	1
4.15413	0
4.15507	1
4.15507	0
4.15601	1
4.15601	0
4.2098	1
4.2098	0
4.2098	1
4.2098	2
4.21027	1
4.21075	2
4.21075	3
4.21075	4
4.21075	3
4.21122	2
4.21169	3
4.21169	4
4.21169	5
4.21169	4
4.21216	3
4.21263	4
4.21263	5
4.21263	6
4.21263	5
4.21311	4
4.21349	5
4.21349	4
4.21358	5
4.21358	6
4.21358	7
4.21358	6
4.21405	5
4.21444	6
4.21444	5
4.21452	6
4.21452	7
4.21452	8
4.21452	7
4.21499	6
4.21538	7
4.21538	6
4.21547	7
4.21547	8
4.21547	9
4.21547	8
4.21594	7
4.21632	8
4.21632	7
4.21641	8
4.21641	9
4.21641	10
4.21641	9
4.21688	8
4.21727	9
4.21727	8
4.21735	9
4.21735	10
4.21735	11
4.21735	10
4.21783	9
4.21821	10
4.21821	9
4.2183	10
4.2183	11
4.2183	12
4.2183	11
4.21877	10
4.21916	11
4.21916	10
4.21924	11
4.21924	12
4.21924	13
4.21924	12
4.21971	11
4.2201	12
4.2201	11
4.22019	12
4.22019	13
4.22019	14
4.22019	13
4.22066	12
4.22104	13
4.22104	12
4.22113	13
4.22113	14
4.22113	15
4.22113	14
4.2216	13
4.22199	14
4.22199	13
4.22207	14
4.22207	15
4.22207	16
4.22207	15
4.22255	14
4.22302	15
4.22302	16
4.22302	17
4.22302	16
4.22349	15
4.22396	16
4.22396	17
4.22396	18
4.22396	17
4.22443	16
4.22491	17
4.22491	18
4.22491	19
4.22491	18
4.22538	17
4.22585	18
4.22585	19
4.22585	20
4.22585	19
4.22632	18
4.22679	19
4.22679	20
4.22679	21
4.22679	20
4.22727	19
4.22774	20
4.22774	21
4.22774	22
4.22774	21
4.22821	20
4.22868	21
4.22868	22
4.22868	23
4.22868	22
4.22915	21
4.22963	22
4.22963	23
4.22963	24
4.22963	23
4.2301	22
4.23057	23
4.23057	24
4.23057	25
4.23057	24
4.23104	23
4.23151	24
4.23151	25
4.23151	26
4.23151	25
4.23199	24
4.23246	25
4.23246	26
4.23246	27
4.23246	26
4.23293	25
4.2334	26
4.2334	27
4.2334	28
4.2334	27
4.23387	26
4.23435	27
4.23435	28
4.23435	29
4.23435	28
4.23482	27
4.23529	28
4.23529	29
4.23529	30
4.23529	29
4.23576	28
4.23623	29
4.23623	30
4.23623	31
4.23623	30
4.23671	29
4.23718	30
4.23718	31
4.23718	32
4.23718	31
4.23765	30
4.23812	31
4.23812	32
4.23812	33
4.23812	32
4.23859	31
4.23907	32
4.23907	33
4.23907	34
4.23907	33
4.23954	32
4.24001	33
4.24001	34
4.24001	35
4.24001	34
4.24048	33
4.24095	34
4.24095	35
4.24095	36
4.24095	35
4.24143	34
4.2419	35
4.2419	36
4.2419	37
4.2419	36
4.24237	35
4.24284	36
4.24284	37
4.24284	38
4.24284	37
4.24331	36
4.24379	37
4.24379	38
4.24379	39
4.24379	38
4.24426	37
4.24473	38
4.24473	39
4.24473	40
4.24473	39
4.2452	38
4.24567	39
4.24567	40
4.24567	41
4.24567	40
4.24615	39
4.24662	40
4.24662	41
4.24662	42
4.24662	41
4.24709	40
4.24756	41
4.24756	42
4.24756	43
4.24756	42
4.24803	41
4.24851	42
4.24851	43
4.24851	44
4.24851	43
4.24898	42
4.24945	43
4.24945	44
4.24945	45
4.24945	44
4.24992	43
4.25039	44
4.25039	45
4.25039	46
4.25039	45
4.25087	44
4.25134	45
4.25134	46
4.25134	47
4.25134	46
4.25181	45
4.25228	46
4.25228	47
4.25228	48
4.25228	47
4.25275	46
4.25323	47
4.25323	48
4.25323	49
4.25323	48
4.2537	47
4.25417	48
4.25417	49
4.25417	50
4.25417	49
4.25464	48
4.25511	49
4.25511	50
4.25511	49
4.25511	50
4.25559	49
4.25606	50
4.25606	49
4.25606	50
4.25653	49
4.25653	50
4.257	49
4.25747	48
4.25795	47
4.25842	46
4.25889	45
4.25936	44
4.25983	43
4.26031	42
4.26078	41
4.26125	40
4.26172	39
4.26219	38
4.26267	37
4.26314	36
4.26361	35
4.26408	34
4.26455	33
4.26503	32
4.2655	31
4.26597	30
4.26644	29
4.26691	28
4.26739	27
4.26786	26
4.26833	25
4.2688	24
4.26927	23
4.26975	22
4.27022	21
4.27069	20
4.27116	19
4.27163	18
4.27211	17
4.27258	16
4.27305	15
4.27352	14
4.27399	13
4.27447	12
4.27494	11
4.27541	10
4.27588	9
4.27635	8
4.27683	7
4.2773	6
4.27777	5
4.27824	4
4.27871	3
4.27919	2
4.27966	1
4.28013	0
4.31027	1
4.31027	0
4.31075	1
4.31075	0
4.31122	1
4.31122	0
4.31169	1
4.31169	0
4.31216	1
4.31216	0
4.31263	1
4.31263	0
4.31311	1
4.31311	0
4.31353	1
4.31353	0
4.31358	1
4.31358	0
4.31405	1
4.31405	0
4.31448	1
4.31448	0
4.31452	1
4.31452	0
4.31499	1
4.31499	0
4.31542	1
4.31542	0
4.31547	1
4.31547	0
4.31594	1
4.31594	0
4.31637	1
4.31637	0
4.31641	1
4.31641	0
4.31688	1
4.31688	0
4.31731	1
4.31731	0
4.31735	1
4.31735	0
4.31783	1
4.31783	0
4.31825	1
4.31825	0
4.3183	1
4.3183	0
4.31877	1
4.31877	0
4.3192	1
4.3192	0
4.31924	1
4.31924	0
4.31971	1
4.31971	0
4.32014	1
4.32014	0
4.32019	1
4.32019	0
4.32066	1
4.32066	0
4.32109	1
4.32109	0
4.32113	1
4.32113	0
4.3216	1
4.3216	0
4.32203	1
4.32203	0
4.32207	1
4.32207	0
4.32255	1
4.32255	0
4.32302	1
4.32302	0
4.32349	1
4.32349	0
4.32396	1
4.32396	0
4.32443	1
4.32443	0
4.32491	1
4.32491	0
4.32538	1
4.32538	0
4.32585	1
4.32585	0
4.32632	1
4.32632	0
4.32679	1
4.32679	0
4.32727	1
4.32727	0
4.32774	1
4.32774	0
4.32821	1
4.32821	0
4.32868	1
4.32868	0
4.32915	1
4.32915	0
4.32963	1
4.32963	0
4.3301	1
4.3301	0
4.33057	1
4.33057	0
4.33104	1
4.33104	0
4.33151	1
4.33151	0
4.33199	1
4.33199	0
4.33246	1
4.33246	0
4.33293	1
4.33293	0
4.3334	1
4.3334	0
4.33387	1
4.33387	0
4.33435	1
4.33435	0
4.33482	1
4.33482	0
4.33529	1
4.33529	0
4.33576	1
4.33576	0
4.33623	1
4.33623	0
4.33671	1
4.33671	0
4.33718	1
4.33718	0
4.33765	1
4.33765	0
4.33812	1
4.33812	0
4.33859	1
4.33859	0
4.33907	1
4.33907	0
4.33954	1
4.33954	0
4.34001	1
4.34001	0
4.34048	1
4.34048	0
4.34095	1
4.34095	0
4.34143	1
4.34143	0
4.3419	1
4.3419	0
4.34237	1
4.34237	0
4.34284	1
4.34284	0
4.34331	1
4.34331	0
4.34379	1
4.34379	0
4.34426	1
4.34426	0
4.34473	1
4.34473	0
4.3452	1
4.3452	0
4.34567	1
4.34567	0
4.34615	1
4.34615	0
4.34662	1
4.34662	0
4.34709	1
4.34709	0
4.34756	1
4.34756	0
4.34803	1
4.34803	0
4.34851	1
4.34851	0
4.34898	1
4.34898	0
4.34945	1
4.34945	0
4.34992	1
4.34992	0
4.35039	1
4.35039	0
4.35087	1
4.35087	0
4.35134	1
4.35134	0
4.35181	1
4.35181	0
4.35228	1
4.35228	0
4.35275	1
4.35275	0
4.35323	1
4.35323	0
4.3537	1
4.3537	0
4.35417	1
4.35417	0
4.35464	1
4.35464	0
4.35511	1
4.35511	0
4.35559	1
4.35559	0
4.35606	1
4.35606	0
4.35653	1
4.35653	0
4.357	1
4.357	0
4.35747	1
4.35747	0
4.35795	1
4.35795	0
4.35842	1
4.35842	0
4.35889	1
4.35889	0
4.35936	1
4.35936	0
4.35983	1
4.35983	0
4.36031	1
4.36031	0
4.36078	1
4.36078	0
4.36125	1
4.36125	0
4.36172	1
4.36172	0
4.36219	1
4.36219	0
4.36267	1
4.36267	0
4.36314	1
4.36314	0
4.36361	1
4.36361	0
4.36408	1
4.36408	0
4.36455	1
4.36455	0
4.36503	1
4.36503	0
4.3655	1
4.3655	0
4.36597	1
4.36597	0
4.36644	1
4.36644	0
4.36691	1
4.36691	0
4.36739	1
4.36739	0
4.36786	1
4.36786	0
4.36833	1
4.36833	0
4.3688	1
4.3688	0
4.36927	1
4.36927	0
4.36975	1
4.36975	0
4.37022	1
4.37022	0
4.37069	1
4.37069	0
4.37116	1
4.37116	0
4.37163	1
4.37163	0
4.37211	1
4.37211	0
4.37258	1
4.37258	0
4.37305	1
4.37305	0
4.37352	1
4.37352	0
4.37399	1
4.37399	0
4.37447	1
4.37447	0
4.37494	1
4.37494	0
4.37541	1
4.37541	0
4.37588	1
4.37588	0
4.37635	1
4.37635	0
4.37683	1
4.37683	0
4.3773	1
4.3773	0
4.37777	1
4.37777	0
4.37824	1
4.37824	0
4.37871	1
4.37871	0
4.37919	1
4.37919	0
4.37966	1
4.37966	0
4.38013	1
4.38013	0
4.3806	1
4.3806	0
4.41075	1
4.41075	0
4.41169	1
4.41169	0
4.41263	1
4.41263	0
4.41358	1
4.41358	0
4.41358	1
4.41358	0
4.41358	1
4.41358	2
4.41405	1
4.41452	2
4.41452	1
4.41452	2
4.41452	3
4.41452	4
4.41452	3
4.41499	2
4.41547	3
4.41547	2
4.41547	3
4.41547	4
4.41547	5
4.41547	4
4.41594	3
4.41641	4
4.41641	3
4.41641	4
4.41641	5
4.41641	6
4.41641	5
4.41688	4
4.41735	5
4.41735	4
4.41735	5
4.41735	6
4.41735	7
4.41735	6
4.41783	5
4.4183	6
4.4183	5
4.4183	6
4.4183	7
4.4183	8
4.4183	7
4.41877	6
4.41924	7
4.41924	6
4.41924	7
4.41924	8
4.41924	9
4.41924	8
4.41971	7
4.42019	8
4.42019	7
4.42019	8
4.42019	9
4.42019	10
4.42019	9
4.42066	8
4.42113	9
4.42113	8
4.42113	9
4.42113	10
4.42113	11
4.42113	10
4.4216	9
4.42207	10
4.42207	9
4.42207	10
4.42207	11
4.42207	12
4.42207	11
4.42255	10
4.42302	11
4.42302	10
4.42302	9
4.42349	8
4.42396	9
4.42396	8
4.42396	7
4.42443	6
4.42491	7
4.42491	6
4.42491	5
4.42538	4
4.42585	5
4.42585	4
4.42585	3
4.42632	2
4.42679	3
4.42679	2
4.42679	1
4.42727	0
4.42774	1
4.42774	0
4.42868	1
4.42868	0
4.42963	1
4.42963	0
4.43057	1
4.43057	0
4.43151	1
4.43151	0
4.43246	1
4.43246	0
4.4334	1
4.4334	0
4.43435	1
4.43435	0
4.43529	1
4.43529	0
4.43623	1
4.43623	0
4.43718	1
4.43718	0
4.43812	1
4.43812	0
4.43907	1
4.43907	0
4.44001	1
4.44001	0
4.44095	1
4.44095	0
4.4419	1
4.4419	0
4.44284	1
4.44284	0
4.44379	1
4.44379	0
4.44473	1
4.44473	0
4.44567	1
4.44567	0
4.44662	1
4.44662	0
4.44756	1
4.44756	0
4.44851	1
4.44851	0
4.44945	1
4.44945	0
4.45039	1
4.45039	0
4.45134	1
4.45134	0
4.45228	1
4.45228	0
4.45323	1
4.45323	0
4.45417	1
4.45417	0
4.45511	1
4.45511	0
4.45606	1
4.45606	0
4.457	1
4.457	0
4.45795	1
4.45795	0
4.45889	1
4.45889	0
4.45983	1
4.45983	0
4.46078	1
4.46078	0
4.46172	1
4.46172	0
4.46267	1
4.46267	0
4.46361	1
4.46361	0
4.46455	1
4.46455	0
4.4655	1
4.4655	0
4.46644	1
4.46644	0
4.46739	1
4.46739	0
4.46833	1
4.46833	0
4.46927	1
4.46927	0
4.47022	1
4.47022	0
4.47116	1
4.47116	0
4.47211	1
4.47211	0
4.47305	1
4.47305	0
4.47399	1
4.47399	0
4.47494	1
4.47494	0
4.47588	1
4.47588	0
4.47683	1
4.47683	0
4.47777	1
4.47777	0
4.47871	1
4.47871	0
4.47966	1
4.47966	0
4.4806	1
4.4806	0
4.51079	1
4.51079	0
4.51173	1
4.51173	0
4.51268	1
4.51268	0
4.51362	1
4.51362	0
4.51405	1
4.51405	0
4.51452	1
4.51452	0
4.51456	1
4.51456	0
4.51499	1
4.51499	0
4.51547	1
4.51547	0
4.51551	1
4.51551	0
4.51594	1
4.51594	0
4.51641	1
4.51641	0
4.51645	1
4.51645	0
4.51688	1
4.51688	0
4.51735	1
4.51735	0
4.5174	1
4.5174	0
4.51783	1
4.51783	0
4.5183	1
4.5183	0
4.51834	1
4.51834	0
4.51877	1
4.51877	0
4.51924	1
4.51924	0
4.51928	1
4.51928	0
4.51971	1
4.51971	0
4.52019	1
4.52019	0
4.52023	1
4.52023	0
4.52066	1
4.52066	0
4.52113	1
4.52113	0
4.52117	1
4.52117	0
4.5216	1
4.5216	0
4.52207	1
4.52207	0
4.52212	1
4.52212	0
4.52255	1
4.52255	0
4.52302	1
4.52302	0
4.52306	1
4.52306	0
4.52349	1
4.52349	0
4.52396	1
4.52396	0
4.524	1
4.524	0
4.52443	1
4.52443	0
4.52491	1
4.52491	0
4.52495	1
4.52495	0
4.52538	1
4.52538	0
4.52585	1
4.52585	0
4.52589	1
4.52589	0
4.52632	1
4.52632	0
4.52679	1
4.52679	0
4.52684	1
4.52684	0
4.52727	1
4.52727	0
4.52774	1
4.52774	0
4.52778	1
4.52778	0
4.52872	1
4.52872	0
4.52967	1
4.52967	0
4.53061	1
4.53061	0
4.53156	1
4.53156	0
4.5325	1
4.5325	0
4.53344	1
4.53344	0
4.53439	1
4.53439	0
4.53533	1
4.53533	0
4.53628	1
4.53628	0
4.53722	1
4.53722	0
4.53816	1
4.53816	0
4.53911	1
4.53911	0
4.54005	1
4.54005	0
4.541	1
4.541	0
4.54194	1
4.54194	0
4.54288	1
4.54288	0
4.54383	1
4.54383	0
4.54477	1
4.54477	0
4.54572	1
4.54572	0
4.54666	1
4.54666	0
4.5476	1
4.5476	0
4.54855	1
4.54855	0
4.54949	1
4.54949	0
4.55044	1
4.55044	0
4.55138	1
4.55138	0
4.55232	1
4.55232	0
4.55327	1
4.55327	0
4.55421	1
4.55421	0
4.55516	1
4.55516	0
4.5561	1
4.5561	0
4.55704	1
4.55704	0
4.55799	1
4.55799	0
4.55893	1
4.55893	0
4.55988	1
4.55988	0
4.56082	1
4.56082	0
4.56176	1
4.56176	0
4.56271	1
4.56271	0
4.56365	1
4.56365	0
4.5646	1
4.5646	0
4.56554	1
4.56554	0
4.56648	1
4.56648	0
4.56743	1
4.56743	0
4.56837	1
4.56837	0
4.56932	1
4.56932	0
4.57026	1
4.57026	0
4.5712	1
4.5712	0
4.57215	1
4.57215	0
4.57309	1
4.57309	0
4.57404	1
4.57404	0
4.57498	1
4.57498	0
4.57592	1
4.57592	0
4.57687	1
4.57687	0
4.57781	1
4.57781	0
4.57876	1
4.57876	0
4.5797	1
4.5797	0
4.58064	1
4.58064	0
4.61083	1
4.61083	0
4.61083	1
4.61083	2
4.6113	1
4.61178	2
4.61178	3
4.61178	4
4.61178	3
4.61225	2
4.61272	3
4.61272	4
4.61272	5
4.61272	4
4.61319	3
4.61366	4
4.61366	5
4.61366	6
4.61366	5
4.61414	4
4.61452	5
4.61452	4
4.61461	5
4.61461	6
4.61461	7
4.61461	6
4.61508	5
4.61547	6
4.61547	5
4.61555	6
4.61555	7
4.61555	8
4.61555	7
4.61602	6
4.61641	7
4.61641	6
4.6165	7
4.6165	8
4.6165	9
4.6165	8
4.61697	7
4.61735	8
4.61735	7
4.61744	8
4.61744	9
4.61744	10
4.61744	9
4.61791	8
4.6183	9
4.6183	8
4.61838	9
4.61838	10
4.61838	11
4.61838	10
4.61886	9
4.61924	10
4.61924	9
4.61933	10
4.61933	11
4.61933	12
4.61933	11
4.6198	10
4.62019	11
4.62019	10
4.62027	11
4.62027	12
4.62027	13
4.62027	12
4.62074	11
4.62113	12
4.62113	11
4.62122	12
4.62122	13
4.62122	14
4.62122	13
4.62169	12
4.62207	13
4.62207	12
4.62216	13
4.62216	14
4.62216	15
4.62216	14
4.62263	13
4.62302	14
4.62302	13
4.6231	14
4.6231	15
4.6231	16
4.6231	15
4.62358	14
4.62396	15
4.62396	14
4.62405	15
4.62405	16
4.62405	17
4.62405	16
4.62452	15
4.62491	16
4.62491	15
4.62499	16
4.62499	17
4.62499	18
4.62499	17
4.62546	16
4.62585	17
4.62585	16
4.62594	17
4.62594	18
4.62594	19
4.62594	18
4.62641	17
4.62679	18
4.62679	17
4.62688	18
4.62688	19
4.62688	20
4.62688	19
4.62735	18
4.62774	19
4.62774	18
4.62782	19
4.62782	20
4.62782	21
4.62782	20
4.6283	19
4.62877	20
4.62877	21
4.62877	22
4.62877	21
4.62924	20
4.62971	21
4.62971	22
4.62971	23
4.62971	22
4.63018	21
4.63066	22
4.63066	23
4.63066	24
4.63066	23
4.63113	22
4.6316	23
4.6316	24
4.6316	25
4.6316	24
4.63207	23
4.63254	24
4.63254	25
4.63254	26
4.63254	25
4.63302	24
4.63349	25
4.63349	26
4.63349	27
4.63349	26
4.63396	25
4.63443	26
4.63443	27
4.63443	28
4.63443	27
4.6349	26
4.63538	27
4.63538	28
4.63538	29
4.63538	28
4.63585	27
4.63632	28
4.63632	29
4.63632	30
4.63632	29
4.63679	28
4.63726	29
4.63726	30
4.63726	31
4.63726	30
4.63774	29
4.63821	30
4.63821	31
4.63821	32
4.63821	31
4.63868	30
4.63915	31
4.63915	32
4.63915	33
4.63915	32
4.63962	31
4.6401	32
4.6401	33
4.6401	34
4.6401	33
4.64057	32
4.64104	33
4.64104	34
4.64104	35
4.64104	34
4.64151	33
4.64198	34
4.64198	35
4.64198	36
4.64198	35
4.64246	34
4.64293	35
4.64293	36
4.64293	37
4.64293	36
4.6434	35
4.64387	36
4.64387	37
4.64387	38
4.64387	37
4.64434	36
4.64482	37
4.64482	38
4.64482	39
4.64482	38
4.64529	37
4.64576	38
4.64576	39
4.64576	40
4.64576	39
4.64623	38
4.6467	39
4.6467	40
4.6467	41
4.6467	40
4.64718	39
4.64765	40
4.64765	41
4.64765	42
4.64765	41
4.64812	40
4.64859	41
4.64859	42
4.64859	43
4.64859	42
4.64906	41
4.64954	42
4.64954	43
4.64954	44
4.64954	43
4.65001	42
4.65048	43
4.65048	44
4.65048	45
4.65048	44
4.65095	43
4.65142	44
4.65142	45
4.65142	46
4.65142	45
4.6519	44
4.65237	45
4.65237	46
4.65237	47
4.65237	46
4.65284	45
4.65331	46
4.65331	47
4.65331	48
4.65331	47
4.65378	46
4.65426	47
4.65426	48
4.65426	49
4.65426	48
4.65473	47
4.6552	48
4.6552	49
4.6552	50
4.6552	49
4.65567	48
4.65614	49
4.65614	50
4.65614	49
4.65614	50
4.65662	49
4.65709	50
4.65709	49
4.65709	50
4.65756	49
4.65756	50
4.65803	49
4.65803	50
4.6585	49
4.6585	50
4.65898	49
4.65898	50
4.65945	49
4.65945	50
4.65992	49
4.65992	50
4.66039	49
4.66039	50
4.66086	49
4.66086	50
4.66134	49
4.66134	50
4.66181	49
4.66181	50
4.66228	49
4.66228	50
4.66275	49
4.66275	50
4.66322	49
4.66322	50
4.6637	49
4.6637	50
4.66417	49
4.66417	50
4.66464	49
4.66464	50
4.66511	49
4.66511	50
4.66558	49
4.66558	50
4.66606	49
4.66606	50
4.66653	49
4.66653	50
4.667	49
4.667	50
4.66747	49
4.66747	50
4.66794	49
4.66794	50
4.66842	49
4.66842	50
4.66889	49
4.66889	50
4.66936	49
4.66936	50
4.66983	49
4.66983	50
4.6703	49
4.6703	50
4.67078	49
4.67078	50
4.67125	49
4.67125	50
4.67172	49
4.67172	50
4.67219	49
4.67219	50
4.67266	49
4.67266	50
4.67314	49
4.67314	50
4.67361	49
4.67361	50
4.67408	49
4.67408	50
4.67455	49
4.67455	50
4.67502	49
4.67502	50
4.6755	49
4.6755	50
4.67597	49
4.67597	50
4.67644	49
4.67644	50
4.67691	49
4.67691	50
4.67738	49
4.67738	50
4.67786	49
4.67786	50
4.67833	49
4.67833	50
4.6788	49
4.6788	50
4.67927	49
4.67927	50
4.67974	49
4.67974	50
4.68022	49
4.68022	50
4.68069	49
4.68069	50
4.68116	49
4.68116	50
4.68163	49
4.68163	50
4.6821	49
4.6821	50
4.68258	49
4.68258	50
4.68305	49
4.68305	50
4.68352	49
4.68352	50
4.68399	49
4.68399	50
4.68446	49
4.68446	50
4.68494	49
4.68494	50
4.68541	49
4.68541	50
4.68588	49
4.68588	50
4.68635	49
4.68635	50
4.68682	49
4.68682	50
4.6873	49
4.6873	50
4.68777	49
4.68777	50
4.68824	49
4.68824	50
4.68871	49
4.68871	50
4.68918	49
4.68966	48
4.69013	47
4.6906	46
4.69107	45
4.69154	44
4.69202	43
4.69249	42
4.69296	41
4.69343	40
4.6939	39
4.69438	38
4.69485	37
4.69532	36
4.69538	35
4.69585	34
4.69632	33
4.69668	32
4.69715	31
4.69762	30
4.69797	29
4.69845	28
4.69892	27
4.69927	26
4.69974	25
4.70022	24
4.70057	23
4.70104	22
4.70151	21
4.70187	20
4.70234	19
4.70281	18
4.70316	17
4.70364	16
4.70411	15
4.70446	14
4.70493	13
4.70541	12
4.70576	11
4.70623	10
4.7067	9
4.70706	8
4.70753	7
4.708	6
4.70836	5
4.70883	4
4.7093	3
4.70965	2
4.71012	1
4.7106	0
4.7113	1
4.7113	0
4.71178	1
4.71178	0
4.71225	1
4.71225	0
4.71272	1
4.71272	0
4.71319	1
4.71319	0
4.71366	1
4.71366	0
4.71414	1
4.71414	0
4.71456	1
4.71456	0
4.71461	1
4.71461	0
4.71508	1
4.71508	0
4.71551	1
4.71551	0
4.71555	1
4.71555	0
4.71602	1
4.71602	0
4.71645	1
4.71645	0
4.7165	1
4.7165	0
4.71697	1
4.71697	0
4.7174	1
4.7174	0
4.71744	1
4.71744	0
4.71791	1
4.71791	0
4.71834	1
4.71834	0
4.71838	1
4.71838	0
4.71886	1
4.71886	0
4.71928	1
4.71928	0
4.71933	1
4.71933	0
4.7198	1
4.7198	0
4.72023	1
4.72023	0
4.72027	1
4.72027	0
4.72074	1
4.72074	0
4.72117	1
4.72117	0
4.72122	1
4.72122	0
4.72169	1
4.72169	0
4.72212	1
4.72212	0
4.72216	1
4.72216	0
4.72263	1
4.72263	0
4.72306	1
4.72306	0
4.7231	1
4.7231	0
4.72358	1
4.72358	0
4.724	1
4.724	0
4.72405	1
4.72405	0
4.72452	1
4.72452	0
4.72495	1
4.72495	0
4.72499	1
4.72499	0
4.72546	1
4.72546	0
4.72589	1
4.72589	0
4.72594	1
4.72594	0
4.72641	1
4.72641	0
4.72684	1
4.72684	0
4.72688	1
4.72688	0
4.72735	1
4.72735	0
4.72778	1
4.72778	0
4.72782	1
4.72782	0
4.7283	1
4.7283	0
4.72877	1
4.72877	0
4.72924	1
4.72924	0
4.72971	1
4.72971	0
4.73018	1
4.73018	0
4.73066	1
4.73066	0
4.73113	1
4.73113	0
4.7316	1
4.7316	0
4.73207	1
4.73207	0
4.73254	1
4.73254	0
4.73302	1
4.73302	0
4.73349	1
4.73349	0
4.73396	1
4.73396	0
4.73443	1
4.73443	0
4.7349	1
4.7349	0
4.73538	1
4.73538	0
4.73585	1
4.73585	0
4.73632	1
4.73632	0
4.73679	1
4.73679	0
4.73726	1
4.73726	0
4.73774	1
4.73774	0
4.73821	1
4.73821	0
4.73868	1
4.73868	0
4.73915	1
4.73915	0
4.73962	1
4.73962	0
4.7401	1
4.7401	0
4.74057	1
4.74057	0
4.74104	1
4.74104	0
4.74151	1
4.74151	0
4.74198	1
4.74198	0
4.74246	1
4.74246	0
4.74293	1
4.74293	0
4.7434	1
4.7434	0
4.74387	1
4.74387	0
4.74434	1
4.74434	0
4.74482	1
4.74482	0
4.74529	1
4.74529	0
4.74576	1
4.74576	0
4.74623	1
4.74623	0
4.7467	1
4.7467	0
4.74718	1
4.74718	0
4.74765	1
4.74765	0
4.74812	1
4.74812	0
4.74859	1
4.74859	0
4.74906	1
4.74906	0
4.74954	1
4.74954	0
4.75001	1
4.75001	0
4.75048	1
4.75048	0
4.75095	1
4.75095	0
4.75142	1
4.75142	0
4.7519	1
4.7519	0
4.75237	1
4.75237	0
4.75284	1
4.75284	0
4.75331	1
4.75331	0
4.75378	1
4.75378	0
4.75426	1
4.75426	0
4.75473	1
4.75473	0
4.7552	1
4.7552	0
4.75567	1
4.75567	0
4.75614	1
4.75614	0
4.75662	1
4.75662	0
4.75709	1
4.75709	0
4.75756	1
4.75756	0
4.75803	1
4.75803	0
4.7585	1
4.7585	0
4.75898	1
4.75898	0
4.75945	1
4.75945	0
4.75992	1
4.75992	0
4.76039	1
4.76039	0
4.76086	1
4.76086	0
4.76134	1
4.76134	0
4.76181	1
4.76181	0
4.76228	1
4.76228	0
4.76275	1
4.76275	0
4.76322	1
4.76322	0
4.7637	1
4.7637	0
4.76417	1
4.76417	0
4.76464	1
4.76464	0
4.76511	1
4.76511	0
4.76558	1
4.76558	0
4.76606	1
4.76606	0
4.76653	1
4.76653	0
4.767	1
4.767	0
4.76747	1
4.76747	0
4.76794	1
4.76794	0
4.76842	1
4.76842	0
4.76889	1
4.76889	0
4.76936	1
4.76936	0
4.76983	1
4.76983	0
4.7703	1
4.7703	0
4.77078	1
4.77078	0
4.77125	1
4.77125	0
4.77172	1
4.77172	0
4.77219	1
4.77219	0
4.77266	1
4.77266	0
4.77314	1
4.77314	0
4.77361	1
4.77361	0
4.77408	1
4.77408	0
4.77455	1
4.77455	0
4.77502	1
4.77502	0
4.7755	1
4.7755	0
4.77597	1
4.77597	0
4.77644	1
4.77644	0
4.77691	1
4.77691	0
4.77738	1
4.77738	0
4.77786	1
4.77786	0
4.77833	1
4.77833	0
4.7788	1
4.7788	0
4.77927	1
4.77927	0
4.77974	1
4.77974	0
4.78022	1
4.78022	0
4.78069	1
4.78069	0
4.78116	1
4.78116	0
4.78163	1
4.78163	0
4.7821	1
4.7821	0
4.78258	1
4.78258	0
4.78305	1
4.78305	0
4.78352	1
4.78352	0
4.78399	1
4.78399	0
4.78446	1
4.78446	0
4.78494	1
4.78494	0
4.78541	1
4.78541	0
4.78588	1
4.78588	0
4.78635	1
4.78635	0
4.78682	1
4.78682	0
4.7873	1
4.7873	0
4.78777	1
4.78777	0
4.78824	1
4.78824	0
4.78871	1
4.78871	0
4.78918	1
4.78918	0
4.78966	1
4.78966	0
4.79013	1
4.79013	0
4.7906	1
4.7906	0
4.79107	1
4.79107	0
4.79154	1
4.79154	0
4.79202	1
4.79202	0
4.79249	1
4.79249	0
4.79296	1
4.79296	0
4.79343	1
4.79343	0
4.7939	1
4.7939	0
4.79438	1
4.79438	0
4.79485	1
4.79485	0
4.79532	1
4.79532	0
4.79538	1
4.79579	0
4.79585	1
4.79585	0
4.79632	1
4.79632	0
4.79668	1
4.7968	0
4.79715	1
4.79715	0
4.79762	1
4.79762	0
4.79797	1
4.79809	0
4.79845	1
4.79845	0
4.79892	1
4.79892	0
4.79927	1
4.79939	0
4.79974	1
4.79974	0
4.80022	1
4.80022	0
4.80057	1
4.80069	0
4.80104	1
4.80104	0
4.80151	1
4.80151	0
4.80187	1
4.80199	0
4.80234	1
4.80234	0
4.80281	1
4.80281	0
4.80316	1
4.80328	0
4.80364	1
4.80364	0
4.80411	1
4.80411	0
4.80446	1
4.80458	0
4.80493	1
4.80493	0
4.80541	1
4.80541	0
4.80576	1
4.80588	0
4.80623	1
4.80623	0
4.8067	1
4.8067	0
4.80706	1
4.80718	0
4.80753	1
4.80753	0
4.808	1
4.808	0
4.80836	1
4.80847	0
4.80883	1
4.80883	0
4.8093	1
4.8093	0
4.80965	1
4.80977	0
4.81012	1
4.81012	0
4.8106	1
4.8106	0
