#Time	QueueSize
3.02087	12
3.02134	11
3.02181	10
3.02229	9
3.02276	8
3.02323	7
3.0237	6
3.02417	5
3.02465	4
3.02512	3
3.02559	2
3.02606	1
3.02653	0
3.10624	1
3.10624	0
3.10671	1
3.10671	0
3.10718	1
3.10718	0
3.10765	1
3.10765	0
3.10813	1
3.10813	0
3.1086	1
3.1086	0
3.10907	1
3.10907	0
3.1095	1
3.1095	0
3.10954	1
3.10954	0
3.11001	1
3.11001	0
3.11044	1
3.11044	0
3.11049	1
3.11049	0
3.11096	1
3.11096	0
3.11139	1
3.11139	0
3.11143	1
3.11143	0
3.1119	1
3.1119	0
3.11237	1
3.11237	0
3.11285	1
3.11285	0
3.11332	1
3.11332	0
3.11379	1
3.11379	0
3.11426	1
3.11426	0
3.11473	1
3.11473	0
3.11521	1
3.11521	0
3.11568	1
3.11568	0
3.11615	1
3.11615	0
3.11662	1
3.11662	0
3.11709	1
3.11709	0
3.11757	1
3.11757	0
3.11804	1
3.11804	0
3.11851	1
3.11851	0
3.11898	1
3.11898	0
3.11945	1
3.11945	0
3.11993	1
3.11993	0
3.1204	1
3.1204	0
3.12087	1
3.12087	0
3.12134	1
3.12134	0
3.12181	1
3.12181	0
3.12229	1
3.12229	0
3.12276	1
3.12276	0
3.12323	1
3.12323	0
3.1237	1
3.1237	0
3.12417	1
3.12417	0
3.12465	1
3.12465	0
3.12512	1
3.12512	0
3.12559	1
3.12559	0
3.12606	1
3.12606	0
3.12653	1
3.12653	0
3.12701	1
3.12701	0
3.20718	1
3.20718	0
3.20813	1
3.20813	0
3.20907	1
3.20907	0
3.20954	1
3.20954	0
3.20954	1
3.20954	2
3.21001	3
3.21001	2
3.21001	1
3.21049	2
3.21049	3
3.21049	4
3.21049	3
3.21096	4
3.21096	3
3.21096	2
3.21143	3
3.21143	4
3.21143	5
3.21143	4
3.2119	5
3.2119	4
3.2119	3
3.21237	2
3.21285	3
3.21285	2
3.21285	1
3.21332	0
3.21379	1
3.21379	0
3.21473	1
3.21473	0
3.21568	1
3.21568	0
3.21662	1
3.21662	0
3.21757	1
3.21757	0
3.21851	1
3.21851	0
3.21945	1
3.21945	0
3.2204	1
3.2204	0
3.22134	1
3.22134	0
3.22229	1
3.22229	0
3.22323	1
3.22323	0
3.22417	1
3.22417	0
3.22512	1
3.22512	0
3.22606	1
3.22606	0
3.22701	1
3.22701	0
3.30723	1
3.30723	0
3.30817	1
3.30817	0
3.30911	1
3.30911	0
3.31001	1
3.31001	0
3.31006	1
3.31006	0
3.31049	1
3.31049	0
3.31096	1
3.31096	0
3.311	1
3.311	0
3.31143	1
3.31143	0
3.3119	1
3.3119	0
3.31195	1
3.31195	0
3.31237	1
3.31237	0
3.31285	1
3.31285	0
3.31289	1
3.31289	0
3.31332	1
3.31332	0
3.31379	1
3.31379	0
3.31383	1
3.31383	0
3.31478	1
3.31478	0
3.31572	1
3.31572	0
3.31667	1
3.31667	0
3.31761	1
3.31761	0
3.31855	1
3.31855	0
3.3195	1
3.3195	0
3.32044	1
3.32044	0
3.32139	1
3.32139	0
3.32233	1
3.32233	0
3.32327	1
3.32327	0
3.32422	1
3.32422	0
3.32516	1
3.32516	0
3.32611	1
3.32611	0
3.32705	1
3.32705	0
3.40727	1
3.40727	0
3.40727	1
3.40727	2
3.40774	1
3.40821	2
3.40821	3
3.40821	4
3.40821	3
3.40868	2
3.40916	3
3.40916	4
3.40916	5
3.40916	4
3.40963	3
3.4101	4
3.4101	5
3.4101	6
3.4101	5
3.41049	6
3.41049	5
3.41057	4
3.41104	5
3.41104	6
3.41104	7
3.41104	6
3.41143	7
3.41143	6
3.41152	5
3.41199	6
3.41199	7
3.41199	8
3.41199	7
3.41237	8
3.41237	7
3.41246	6
3.41293	7
3.41293	8
3.41293	9
3.41293	8
3.41332	9
3.41332	8
3.4134	7
3.41388	8
3.41388	9
3.41388	10
3.41388	9
3.41426	10
3.41426	9
3.41435	8
3.41482	9
3.41482	10
3.41482	11
3.41482	10
3.41529	9
3.41576	10
3.41576	11
3.41576	12
3.41576	11
3.41624	10
3.41671	11
3.41671	12
3.41671	13
3.41671	12
3.41718	11
3.41765	12
3.41765	13
3.41765	14
3.41765	13
3.41812	12
3.4186	13
3.4186	14
3.4186	15
3.4186	14
3.41907	13
3.41954	14
3.41954	15
3.41954	16
3.41954	15
3.42001	14
3.42048	15
3.42048	16
3.42048	17
3.42048	16
3.42096	15
3.42143	16
3.42143	17
3.42143	18
3.42143	17
3.4219	16
3.42237	17
3.42237	18
3.42237	19
3.42237	18
3.42284	17
3.42332	18
3.42332	19
3.42332	20
3.42332	19
3.42379	18
3.42426	19
3.42426	20
3.42426	21
3.42426	20
3.42473	19
3.4252	20
3.4252	21
3.4252	22
3.4252	21
3.42568	20
3.42615	21
3.42615	22
3.42615	23
3.42615	22
3.42662	21
3.42709	22
3.42709	23
3.42709	24
3.42709	23
3.42756	22
3.42804	21
3.42851	20
3.42898	19
3.42945	18
3.42992	17
3.4304	16
3.43087	15
3.43134	14
3.43181	13
3.43228	12
3.43276	11
3.43323	10
3.4337	9
3.43417	8
3.43464	7
3.43512	6
3.43559	5
3.43606	4
3.43653	3
3.437	2
3.43748	1
3.43795	0
3.50774	1
3.50774	0
3.50821	1
3.50821	0
3.50868	1
3.50868	0
3.50916	1
3.50916	0
3.50963	1
3.50963	0
3.5101	1
3.5101	0
3.51053	1
3.51053	0
3.51057	1
3.51057	0
3.51104	1
3.51104	0
3.51147	1
3.51147	0
3.51152	1
3.51152	0
3.51199	1
3.51199	0
3.51242	1
3.51242	0
3.51246	1
3.51246	0
3.51293	1
3.51293	0
3.51336	1
3.51336	0
3.5134	1
3.5134	0
3.51388	1
3.51388	0
3.51431	1
3.51431	0
3.51435	1
3.51435	0
3.51482	1
3.51482	0
3.51529	1
3.51529	0
3.51576	1
3.51576	0
3.51624	1
3.51624	0
3.51671	1
3.51671	0
3.51718	1
3.51718	0
3.51765	1
3.51765	0
3.51812	1
3.51812	0
3.5186	1
3.5186	0
3.51907	1
3.51907	0
3.51954	1
3.51954	0
3.52001	1
3.52001	0
3.52048	1
3.52048	0
3.52096	1
3.52096	0
3.52143	1
3.52143	0
3.5219	1
3.5219	0
3.52237	1
3.52237	0
3.52284	1
3.52284	0
3.52332	1
3.52332	0
3.52379	1
3.52379	0
3.52426	1
3.52426	0
3.52473	1
3.52473	0
3.5252	1
3.5252	0
3.52568	1
3.52568	0
3.52615	1
3.52615	0
3.52662	1
3.52662	0
3.52709	1
3.52709	0
3.52756	1
3.52756	0
3.52804	1
3.52804	0
3.52851	1
3.52851	0
3.52898	1
3.52898	0
3.52945	1
3.52945	0
3.52992	1
3.52992	0
3.5304	1
3.5304	0
3.53087	1
3.53087	0
3.53134	1
3.53134	0
3.53181	1
3.53181	0
3.53228	1
3.53228	0
3.53276	1
3.53276	0
3.53323	1
3.53323	0
3.5337	1
3.5337	0
3.53417	1
3.53417	0
3.53464	1
3.53464	0
3.53512	1
3.53512	0
3.53559	1
3.53559	0
3.53606	1
3.53606	0
3.53653	1
3.53653	0
3.537	1
3.537	0
3.53748	1
3.53748	0
3.53795	1
3.53795	0
3.53842	1
3.53842	0
3.60868	1
3.60868	0
3.60963	1
3.60963	0
3.61057	1
3.61057	0
3.61057	1
3.61057	0
3.61057	1
3.61057	2
3.61104	1
3.61152	2
3.61152	1
3.61152	2
3.61152	3
3.61152	4
3.61152	3
3.61199	2
3.61246	3
3.61246	2
3.61246	3
3.61246	4
3.61246	5
3.61246	4
3.61293	3
3.6134	4
3.6134	3
3.6134	4
3.6134	5
3.6134	6
3.6134	5
3.61388	4
3.61435	5
3.61435	4
3.61435	5
3.61435	6
3.61435	7
3.61435	6
3.61482	5
3.61529	6
3.61529	5
3.61529	4
3.61576	3
3.61624	4
3.61624	3
3.61624	2
3.61671	1
3.61718	2
3.61718	1
3.61718	0
3.61812	1
3.61812	0
3.61907	1
3.61907	0
3.62001	1
3.62001	0
3.62096	1
3.62096	0
3.6219	1
3.6219	0
3.62284	1
3.62284	0
3.62379	1
3.62379	0
3.62473	1
3.62473	0
3.62568	1
3.62568	0
3.62662	1
3.62662	0
3.62756	1
3.62756	0
3.62851	1
3.62851	0
3.62945	1
3.62945	0
3.6304	1
3.6304	0
3.63134	1
3.63134	0
3.63228	1
3.63228	0
3.63323	1
3.63323	0
3.63417	1
3.63417	0
3.63512	1
3.63512	0
3.63606	1
3.63606	0
3.637	1
3.637	0
3.63795	1
3.63795	0
3.63889	1
3.63889	0
3.70873	1
3.70873	0
3.70967	1
3.70967	0
3.71062	1
3.71062	0
3.71104	1
3.71104	0
3.71152	1
3.71152	0
3.71156	1
3.71156	0
3.71199	1
3.71199	0
3.71246	1
3.71246	0
3.7125	1
3.7125	0
3.71293	1
3.71293	0
3.7134	1
3.7134	0
3.71345	1
3.71345	0
3.71388	1
3.71388	0
3.71435	1
3.71435	0
3.71439	1
3.71439	0
3.71482	1
3.71482	0
3.71529	1
3.71529	0
3.71534	1
3.71534	0
3.71576	1
3.71576	0
3.71624	1
3.71624	0
3.71628	1
3.71628	0
3.71671	1
3.71671	0
3.71718	1
3.71718	0
3.71722	1
3.71722	0
3.71765	1
3.71765	0
3.71817	1
3.71817	0
3.71911	1
3.71911	0
3.72006	1
3.72006	0
3.721	1
3.721	0
3.72194	1
3.72194	0
3.72289	1
3.72289	0
3.72383	1
3.72383	0
3.72478	1
3.72478	0
3.72572	1
3.72572	0
3.72666	1
3.72666	0
3.72761	1
3.72761	0
3.72855	1
3.72855	0
3.7295	1
3.7295	0
3.73044	1
3.73044	0
3.73138	1
3.73138	0
3.73233	1
3.73233	0
3.73327	1
3.73327	0
3.73422	1
3.73422	0
3.73516	1
3.73516	0
3.7361	1
3.7361	0
3.73705	1
3.73705	0
3.73799	1
3.73799	0
3.73894	1
3.73894	0
3.80877	1
3.80877	0
3.80877	1
3.80877	2
3.80924	1
3.80972	2
3.80972	3
3.80972	4
3.80972	3
3.81019	2
3.81066	3
3.81066	4
3.81066	5
3.81066	4
3.81113	3
3.8116	4
3.8116	5
3.8116	6
3.8116	5
3.81199	6
3.81199	5
3.81208	4
3.81255	5
3.81255	6
3.81255	7
3.81255	6
3.81293	7
3.81293	6
3.81302	5
3.81349	6
3.81349	7
3.81349	8
3.81349	7
3.81388	8
3.81388	7
3.81396	6
3.81444	7
3.81444	8
3.81444	9
3.81444	8
3.81482	9
3.81482	8
3.81491	7
3.81538	8
3.81538	9
3.81538	10
3.81538	9
3.81576	10
3.81576	9
3.81585	8
3.81632	9
3.81632	10
3.81632	11
3.81632	10
3.81671	11
3.81671	10
3.8168	9
3.81727	10
3.81727	11
3.81727	12
3.81727	11
3.81765	12
3.81765	11
3.81774	10
3.81821	11
3.81821	12
3.81821	13
3.81821	12
3.81868	11
3.81916	12
3.81916	13
3.81916	14
3.81916	13
3.81963	12
3.8201	13
3.8201	14
3.8201	15
3.8201	14
3.82057	13
3.82104	14
3.82104	15
3.82104	16
3.82104	15
3.82152	14
3.82199	15
3.82199	16
3.82199	17
3.82199	16
3.82246	15
3.82293	16
3.82293	17
3.82293	18
3.82293	17
3.8234	16
3.82388	17
3.82388	18
3.82388	19
3.82388	18
3.82435	17
3.82482	18
3.82482	19
3.82482	20
3.82482	19
3.82529	18
3.82576	19
3.82576	20
3.82576	21
3.82576	20
3.82624	19
3.82671	20
3.82671	21
3.82671	22
3.82671	21
3.82718	20
3.82765	21
3.82765	22
3.82765	23
3.82765	22
3.82812	21
3.8286	22
3.8286	23
3.8286	24
3.8286	23
3.82907	22
3.82954	23
3.82954	24
3.82954	25
3.82954	24
3.83001	23
3.83048	24
3.83048	25
3.83048	26
3.83048	25
3.83096	24
3.83143	25
3.83143	26
3.83143	27
3.83143	26
3.8319	25
3.83237	26
3.83237	27
3.83237	28
3.83237	27
3.83284	26
3.83332	27
3.83332	28
3.83332	29
3.83332	28
3.83379	27
3.83426	28
3.83426	29
3.83426	30
3.83426	29
3.83473	28
3.8352	29
3.8352	30
3.8352	31
3.8352	30
3.83568	29
3.83615	30
3.83615	31
3.83615	32
3.83615	31
3.83662	30
3.83709	31
3.83709	32
3.83709	33
3.83709	32
3.83756	31
3.83804	32
3.83804	33
3.83804	34
3.83804	33
3.83851	32
3.83898	33
3.83898	34
3.83898	35
3.83898	34
3.83945	33
3.83992	32
3.8404	31
3.84087	30
3.84134	29
3.84181	28
3.84228	27
3.84276	26
3.84323	25
3.8437	24
3.84417	23
3.84464	22
3.84512	21
3.84559	20
3.84606	19
3.84653	18
3.847	17
3.84748	16
3.84795	15
3.84842	14
3.84889	13
3.84936	12
3.84984	11
3.85031	10
3.85078	9
3.85125	8
3.85172	7
3.8522	6
3.85267	5
3.85314	4
3.85361	3
3.85408	2
3.85456	1
3.85503	0
3.90924	1
3.90924	0
3.90972	1
3.90972	0
3.91019	1
3.91019	0
3.91066	1
3.91066	0
3.91113	1
3.91113	0
3.9116	1
3.9116	0
3.91203	1
3.91203	0
3.91208	1
3.91208	0
3.91255	1
3.91255	0
3.91298	1
3.91298	0
3.91302	1
3.91302	0
3.91349	1
3.91349	0
3.91392	1
3.91392	0
3.91396	1
3.91396	0
3.91444	1
3.91444	0
3.91486	1
3.91486	0
3.91491	1
3.91491	0
3.91538	1
3.91538	0
3.91581	1
3.91581	0
3.91585	1
3.91585	0
3.91632	1
3.91632	0
3.91675	1
3.91675	0
3.9168	1
3.9168	0
3.91727	1
3.91727	0
3.9177	1
3.9177	0
3.91774	1
3.91774	0
3.91821	1
3.91821	0
3.91868	1
3.91868	0
3.91916	1
3.91916	0
3.91963	1
3.91963	0
3.9201	1
3.9201	0
3.92057	1
3.92057	0
3.92104	1
3.92104	0
3.92152	1
3.92152	0
3.92199	1
3.92199	0
3.92246	1
3.92246	0
3.92293	1
3.92293	0
3.9234	1
3.9234	0
3.92388	1
3.92388	0
3.92435	1
3.92435	0
3.92482	1
3.92482	0
3.92529	1
3.92529	0
3.92576	1
3.92576	0
3.92624	1
3.92624	0
3.92671	1
3.92671	0
3.92718	1
3.92718	0
3.92765	1
3.92765	0
3.92812	1
3.92812	0
3.9286	1
3.9286	0
3.92907	1
3.92907	0
3.92954	1
3.92954	0
3.93001	1
3.93001	0
3.93048	1
3.93048	0
3.93096	1
3.93096	0
3.93143	1
3.93143	0
3.9319	1
3.9319	0
3.93237	1
3.93237	0
3.93284	1
3.93284	0
3.93332	1
3.93332	0
3.93379	1
3.93379	0
3.93426	1
3.93426	0
3.93473	1
3.93473	0
3.9352	1
3.9352	0
3.93568	1
3.93568	0
3.93615	1
3.93615	0
3.93662	1
3.93662	0
3.93709	1
3.93709	0
3.93756	1
3.93756	0
3.93804	1
3.93804	0
3.93851	1
3.93851	0
3.93898	1
3.93898	0
3.93945	1
3.93945	0
3.93992	1
3.93992	0
3.9404	1
3.9404	0
3.94087	1
3.94087	0
3.94134	1
3.94134	0
3.94181	1
3.94181	0
3.94228	1
3.94228	0
3.94276	1
3.94276	0
3.94323	1
3.94323	0
3.9437	1
3.9437	0
3.94417	1
3.94417	0
3.94464	1
3.94464	0
3.94512	1
3.94512	0
3.94559	1
3.94559	0
3.94606	1
3.94606	0
3.94653	1
3.94653	0
3.947	1
3.947	0
3.94748	1
3.94748	0
3.94795	1
3.94795	0
3.94842	1
3.94842	0
3.94889	1
3.94889	0
3.94936	1
3.94936	0
3.94984	1
3.94984	0
3.95031	1
3.95031	0
3.95078	1
3.95078	0
3.95125	1
3.95125	0
3.95172	1
3.95172	0
3.9522	1
3.9522	0
3.95267	1
3.95267	0
3.95314	1
3.95314	0
3.95361	1
3.95361	0
3.95408	1
3.95408	0
3.95456	1
3.95456	0
3.95503	1
3.95503	0
3.9555	1
3.9555	0
4.00972	1
4.00972	0
4.01066	1
4.01066	0
4.0116	1
4.0116	0
4.01208	1
4.01208	0
4.01208	1
4.01208	2
4.01255	3
4.01255	2
4.01255	1
4.01302	2
4.01302	3
4.01302	4
4.01302	3
4.01349	4
4.01349	3
4.01349	2
4.01396	3
4.01396	4
4.01396	5
4.01396	4
4.01444	5
4.01444	4
4.01444	3
4.01491	4
4.01491	5
4.01491	6
4.01491	5
4.01538	6
4.01538	5
4.01538	4
4.01585	5
4.01585	6
4.01585	7
4.01585	6
4.01632	7
4.01632	6
4.01632	5
4.0168	6
4.0168	7
4.0168	8
4.0168	7
4.01727	8
4.01727	7
4.01727	6
4.01774	7
4.01774	8
4.01774	9
4.01774	8
4.01821	9
4.01821	8
4.01821	7
4.01868	6
4.01916	7
4.01916	6
4.01916	5
4.01963	4
4.0201	5
4.0201	4
4.0201	3
4.02057	2
4.02104	3
4.02104	2
4.02104	1
4.02152	0
4.02199	1
4.02199	0
4.02293	1
4.02293	0
4.02388	1
4.02388	0
4.02482	1
4.02482	0
4.02576	1
4.02576	0
4.02671	1
4.02671	0
4.02765	1
4.02765	0
4.0286	1
4.0286	0
4.02954	1
4.02954	0
4.03048	1
4.03048	0
4.03143	1
4.03143	0
4.03237	1
4.03237	0
4.03332	1
4.03332	0
4.03426	1
4.03426	0
4.0352	1
4.0352	0
4.03615	1
4.03615	0
4.03709	1
4.03709	0
4.03804	1
4.03804	0
4.03898	1
4.03898	0
4.03992	1
4.03992	0
4.04087	1
4.04087	0
4.04181	1
4.04181	0
4.04276	1
4.04276	0
4.0437	1
4.0437	0
4.04464	1
4.04464	0
4.04559	1
4.04559	0
4.04653	1
4.04653	0
4.04748	1
4.04748	0
4.04842	1
4.04842	0
4.04936	1
4.04936	0
4.05031	1
4.05031	0
4.05125	1
4.05125	0
4.0522	1
4.0522	0
4.05314	1
4.05314	0
4.05408	1
4.05408	0
4.05503	1
4.05503	0
4.05597	1
4.05597	0
4.10976	1
4.10976	0
4.1107	1
4.1107	0
4.11165	1
4.11165	0
4.11255	1
4.11255	0
4.11259	1
4.11259	0
4.11302	1
4.11302	0
4.11349	1
4.11349	0
4.11353	1
4.11353	0
4.11396	1
4.11396	0
4.11444	1
4.11444	0
4.11448	1
4.11448	0
4.11491	1
4.11491	0
4.11538	1
4.11538	0
4.11542	1
4.11542	0
4.11585	1
4.11585	0
4.11632	1
4.11632	0
4.11637	1
4.11637	0
4.1168	1
4.1168	0
4.11727	1
4.11727	0
4.11731	1
4.11731	0
4.11774	1
4.11774	0
4.11821	1
4.11821	0
4.11825	1
4.11825	0
4.11868	1
4.11868	0
4.11916	1
4.11916	0
4.1192	1
4.1192	0
4.11963	1
4.11963	0
4.1201	1
4.1201	0
4.12014	1
4.12014	0
4.12057	1
4.12057	0
4.12104	1
4.12104	0
4.12109	1
4.12109	0
4.12152	1
4.12152	0
4.12199	1
4.12199	0
4.12203	1
4.12203	0
4.12297	1
4.12297	0
4.12392	1
4.12392	0
4.12486	1
4.12486	0
4.12581	1
4.12581	0
4.12675	1
4.12675	0
4.12769	1
4.12769	0
4.12864	1
4.12864	0
4.12958	1
4.12958	0
4.13053	1
4.13053	0
4.13147	1
4.13147	0
4.13241	1
4.13241	0
4.13336	1
4.13336	0
4.1343	1
4.1343	0
4.13525	1
4.13525	0
4.13619	1
4.13619	0
4.13713	1
4.13713	0
4.13808	1
4.13808	0
4.13902	1
4.13902	0
4.13997	1
4.13997	0
4.14091	1
4.14091	0
4.14185	1
4.14185	0
4.1428	1
4.1428	0
4.14374	1
4.14374	0
4.14469	1
4.14469	0
4.14563	1
4.14563	0
4.14657	1
4.14657	0
4.14752	1
